url	file
http://gxj.sz.gov.cn/gkmlpt/content/12/12645/post_12645602.html	scrape-1.json
https://www.sz.gov.cn/cn/xxgk/zfxxgj/tzgg/content/post_12763166.html	scrape-2.json
https://www.sz.gov.cn/cn/xxgk/zfxxgj/zcfg/content/post_12052747.html	scrape-3.json
https://www.cagd.gov.cn/v/2026/04/8924.html	scrape-4.json
