url	file
https://news.cctv.com/2026/01/16/ARTIiQfsaLlSCjYhmVXYbxZ8260116.shtml	scrape-1.json
https://www.nbd.com.cn/articles/2026-04-03/4324766.html	scrape-2.json
https://www.miit.gov.cn/zwgk/zcwj/wjfb/tz/art/2026/art_c5091ef89af5444c9cba59a41be29b4b.html	scrape-3.json
https://gxt.fujian.gov.cn/zwgk/xw/hydt/xydt/202511/t20251118_7035234.htm	scrape-4.json
http://www3.xinhuanet.com/tech/20260529/2d80399ee5d242b0aa891f1121c62ad2/c.html	scrape-5.json
https://www.ndrc.gov.cn/fggz/hjyzy/zyzhlyhxhjj/202603/t20260317_1404213.html	scrape-6.json
